DDBJ/ENA/GenBank Accession,UBA Genome ID,SRA Bin ID,Genome Quality,CheckM Completeness,CheckM Contamination,CheckM Strain Heterogeneity,NCBI Organism Name,SSU Length (bp),SSU Percent Identity (top hit),SSU SILVA Taxonomy (top hit),SSU Top Hit in SILVA,Genome Size (bp),GC,Coverage,Bases >5x Coverage (%),No. Ambiguous Bases,No. Contigs,No. Scaffolds,No. Predicted Genes,Coding density,Longest Contig (bp),Longest Scaffold (bp),Mean Contig Length (bp),Mean Scaffold Length (bp),N50 (contigs),N50 (scaffolds),Translation Table,Scaffolds Removed by Filtering,Standard tRNAs,Selenocysteine tRNAs (TCA),tRNAs Decoding Standard 20 AA,Total tRNAs,Percent PG (relative to NCBI genomes),CheckM Marker Lineage,CheckM # genomes,CheckM # marker sets,CheckM # markers,CheckM Insertion Branch ID
DJBD00000000,UBA5985,SRX822275,Near complete,91.27,0.82,25,Pseudomonas stutzeri [species],,,,,4100734,64.0448955,55.73,99.37122546,7852,271,206,4024,0.893805109,93783,115715,15102,19906,29601,30929,11,15,17,0,45,45,0.000193,c__Gammaproteobacteria (UID4445),228,244,583,UID4500
DJBC00000000,UBA5986,SRX822275,Medium,77.03,4.11,3.45,Achromobacter sp. UBA5986 [genus],,,,,4879647,64.73548413,52.72,98.60185291,12491,579,479,4983,0.898523807,93900,93900,8406,10187,12031,12969,11,4,16,0,46,46,0.0003,o__Burkholderiales (UID4000),193,214,427,UID4162
DJAD00000000,UBA6011,SRX822311,Medium,88.91,0.47,0,Rhizobiaceae bacterium UBA6011 [family],,,,,5121347,62.26892707,7.48,79.8621631,43026,920,292,5563,0.856518412,63011,79879,5519,17538,10980,25691,11,9,16,0,30,30,0.001936,o__Rhizobiales (UID3449),345,257,430,UID3638
DIVT00000000,UBA6125,SRX327521,Medium,85.7,1.7,10,Pseudomonas stutzeri [species],,,,,4063573,65.500311,11.62,95.77294466,2519,275,232,3985,0.883518519,130046,130063,14767,17515,26071,27803,11,8,15,0,29,29,0.001245,c__Gammaproteobacteria (UID4445),228,244,583,UID4496
DIUT00000000,UBA6151,SRX327520,Medium,79.82,0,0,Geobacter sp. UBA6151 [genus],,,,,3551233,54.59213397,74.36,99.98805548,1489,90,68,3371,0.92419478,208748,239251,39441,52224,84985,89286,11,81,18,1,40,41,0.005452,k__Bacteria (UID203),5449,57,103,UID3289
DIUM00000000,UBA6158,SRX327520,Near complete,94.29,1.38,0,Thiocapsa sp. UBA6158 [genus],,,,,4386955,64.38176105,47.93,99.97408994,2558,192,153,4111,0.869361322,216300,226854,22835,28672,41146,48952,11,1,18,1,39,40,0.001306,c__Gammaproteobacteria (UID4274),112,290,581,UID4281
DIUB00000000,UBA6169,SRX327520,Medium,73.68,0,0,Geobacter sp. UBA6169 [genus],,,,,2855279,56.39604361,27.97,99.92443925,5916,323,228,2935,0.916502731,52556,55804,8821,12523,13604,17633,11,20,13,0,21,22,0.005727,k__Bacteria (UID203),5449,57,103,UID3289
DITC00000000,UBA6194,SRX327522,Near complete,93.1,0.46,50,Thauera sp. UBA6194 [genus],,,,,3224163,67.92204732,1597.35,100.0004347,3440,115,76,3010,0.904607801,185589,258119,28006,42423,61128,63697,11,2,17,1,41,43,0.001954,f__Rhodocyclaceae (UID3972),30,241,540,UID3996
DISX00000000,UBA6199,SRX327522,Near complete,93.03,0.41,0,Sulfurovum sp. UBA6199 [genus],,,,,1771927,41.378055,372.04,100.0007337,198,28,25,1756,0.920247843,360572,360572,63276,70877,166429,178003,11,4,18,0,36,36,0.007395,k__Bacteria (UID3060),138,244,335,UID3167
DISD00000000,UBA6219,SRX327522,Near complete,96.83,1.69,7.69,Rhodospirillaceae bacterium UBA6219 [family],,,,,4338977,62.79347061,62.99,99.94473922,1362,123,104,4168,0.924809235,173867,205687,35265,41720,63198,67269,11,0,17,0,39,40,0.002636,o__Rhodospirillales (UID3754),63,201,336,UID3783
DJVB00000000,UBA6267,SRX327522,Near complete,99.46,1.08,0,Bacteroidales bacterium UBA6267 [order],,,,,3791369,37.35420673,72.24,99.99752026,642,76,68,3049,0.905681035,194380,194380,49877,55755,81183,83573,11,4,17,0,36,36,0.019059,k__Bacteria (UID2569),434,186,278,UID2616
DJUX00000000,UBA6271,SRX277355,Near complete,96.76,0.47,0,Dechloromonas sp. UBA6271 [genus],,,,,3453978,62.400785,345.98,99.98387254,241,71,69,3391,0.916458935,191071,191071,48644,50057,85041,85041,11,6,18,0,41,41,0.002966,c__Betaproteobacteria (UID3971),223,211,424,UID3983
DJUT00000000,UBA6275,SRX823191,Near complete,99.45,0.68,0,Pseudomonas stutzeri [species],,,,,4351467,64.24319842,586.23,99.9991953,1998,35,23,4081,0.897705073,573159,1050218,124270,189194,213474,263901,11,0,17,0,43,44,0.000189,c__Gammaproteobacteria (UID4445),228,244,583,UID4498
DJUP00000000,UBA6279,SRX823192,Near complete,98.77,0.34,0,Pseudomonas stutzeri [species],,,,,4079124,64.42524655,315.28,99.99597944,88,33,32,3828,0.902161346,554038,554038,123607,127472,185493,185493,11,1,17,0,43,44,0,c__Gammaproteobacteria (UID4445),228,244,583,UID4498
DJUH00000000,UBA6287,SRX823204,Medium,80.18,0.41,0,Pseudomonas stutzeri [species],,,,,3647772,64.04748366,177.56,99.97239194,286,38,34,3379,0.899549369,671603,671603,95986,107287,164163,176861,11,2,16,0,37,37,0.00023,c__Gammaproteobacteria (UID4445),228,243,580,UID4501
DJTT00000000,UBA6301,SRX823425,Near complete,98.36,0.27,0,Pseudomonas stutzeri [species],,,,,4003327,63.3267528,125.86,99.98671888,5170,68,43,3714,0.886779921,358717,358717,58796,93100,130550,143306,11,1,17,0,46,47,0.000191,c__Gammaproteobacteria (UID4445),228,244,583,UID4506
DJTN00000000,UBA6307,SRX835977,Medium,89.3,2.73,9.52,Pseudomonas sp. UBA6307 [genus],,,,,4917850,62.95581368,15.35,97.03064847,16039,502,325,4938,0.874389215,81143,82935,9764,15131,19915,24696,11,14,17,0,52,52,0.000541,o__Pseudomonadales (UID4488),185,308,811,UID4511
DJTI00000000,UBA6312,SRX823420,Medium,99.18,5.91,2.86,Pseudomonas stutzeri [species],,,,,4444170,63.28759356,51.47,99.98106186,3396,78,63,4112,0.88575257,223075,249678,56933,70542,90690,96514,11,1,17,0,58,58,0.000144,c__Gammaproteobacteria (UID4445),228,244,583,UID4506
DJTG00000000,UBA6314,SRX823423,Near complete,98.42,0.96,6.25,Enterobacteriaceae bacterium UBA6314 [family],,,,,4389245,54.20047293,47.44,99.99794814,2977,52,40,4073,0.885360238,302716,354626,84351,109731,157363,196750,11,0,18,1,64,65,0,f__Enterobacteriaceae (UID5121),138,336,1162,UID5125
DJTF00000000,UBA6315,SRX823423,Medium,71.05,1.75,100,Pseudomonas sp. UBA6315 [genus],,,,,5436782,64.70850041,42.2,99.98362792,12915,268,213,4975,0.896436532,143339,143964,20238,25524,34323,44599,11,4,16,1,47,48,0.000423,k__Bacteria (UID203),5449,57,103,UID4528
DJTC00000000,UBA6318,SRX823423,Near complete,99.28,2.76,10.71,Pseudomonas stutzeri [species],,,,,4642523,62.95248338,22,99.93155682,10944,123,78,4383,0.894474621,176395,466870,37655,59519,82743,154085,11,5,17,0,48,48,0,c__Gammaproteobacteria (UID4445),228,244,583,UID4505
DJSX00000000,UBA6323,SRX835978,Near complete,95.6,1.92,4.76,Pseudomonas sp. UBA6323 [genus],,,,,5206578,63.31626615,8.9,97.63569853,1658,153,141,4961,0.887020419,258972,258972,34019,36926,74021,85129,11,12,16,0,47,47,0.000541,o__Pseudomonadales (UID4488),185,308,811,UID4511
DJLT00000000,UBA6509,ERX552290,Near complete,97.76,0.75,0,Neptuniibacter sp. UBA6509 [genus],,,,,4063110,42.9714403,21.96,99.90267869,18775,212,153,3842,0.874197597,129904,228483,19077,26556,33344,43172,11,5,17,0,46,46,0.002301,o__Oceanospirillales (UID4446),43,233,529,UID4482
DJKG00000000,UBA6548,SRX822866,Near complete,98.36,0.14,0,Pseudomonas stutzeri [species],,,,,4304483,62.8757961,102.26,100,520,24,21,4006,0.895590481,548080,586289,179331,204975,290572,362506,11,1,17,0,47,47,0.000158,c__Gammaproteobacteria (UID4445),228,244,583,UID4505
DJJY00000000,UBA6556,SRX822643,Near complete,95.64,0,0,Pseudomonas stutzeri [species],,,,,4136350,64.31514026,86.42,99.68080462,13170,273,114,4055,0.883702781,126124,178995,15103,36283,31909,72532,11,14,17,0,47,48,0.000189,c__Gammaproteobacteria (UID4445),228,244,583,UID4500
DJJV00000000,UBA6559,SRX822865,Near complete,95.82,1.96,84.62,Pseudomonas stutzeri [species],,,,,4286727,61.76908122,93.19,99.99779959,14792,269,171,4049,0.887957409,121024,127919,15880,25068,30141,38219,11,5,17,0,40,41,0,c__Gammaproteobacteria (UID4445),228,244,583,UID4504
DJIV00000000,UBA6585,SRX1077116,Near complete,96.51,0.15,0,Candidatus Accumulibacter phosphatis [species],,,,,4623078,66.31461888,11.57,98.5074718,37905,454,269,4359,0.88248868,91795,116094,10099,17186,20823,26053,11,57,18,0,38,38,0.000075,c__Betaproteobacteria (UID3971),223,210,424,UID3974
DJIH00000000,UBA6599,ERX552275,Medium,70.69,1.72,100,Pseudomonas stutzeri [species],,,,,4207417,63.85978762,26.53,99.92242238,37400,257,135,4020,0.886089256,176386,183624,16225,31166,37646,48661,11,44,15,0,32,32,0.000189,k__Bacteria (UID203),5449,58,104,UID4497
DJHL00000000,UBA6621,ERX552276,Near complete,93.62,2.45,10,Gammaproteobacteria bacterium UBA6621 [class],,,,,5252399,54.25716365,22.34,99.91184467,26396,134,54,4548,0.907811269,240814,570544,39000,97266,80064,171527,11,2,12,0,18,21,0.009648,c__Gammaproteobacteria (UID4443),356,270,451,UID4679
DKLV00000000,UBA6631,SRX822268,Near complete,97.54,0.14,0,Pseudomonas stutzeri [species],,,,,4345005,64.08901776,29.68,99.9912743,1512,30,22,3993,0.899356848,673055,673055,144783,197500,315891,315891,11,1,17,0,44,45,0,c__Gammaproteobacteria (UID4445),228,244,583,UID4500
DKLR00000000,UBA6635,SRX822266,Medium,73.29,0.41,0,Pseudomonas stutzeri [species],,,,,2354155,64.34969191,89.99,99.79006876,4338,140,105,2353,0.896393823,140269,140808,16784,22420,44124,44126,11,7,16,0,37,39,0,c__Gammaproteobacteria (UID4445),228,244,583,UID4494
DKLN00000000,UBA6639,SRX822267,Medium,89.62,0.14,0,Pseudomonas stutzeri [species],,,,,3967982,64.43083274,56.95,99.82468527,13380,339,187,4051,0.884148416,103662,172554,11665,21219,19390,32027,11,33,17,0,44,45,0.00046,c__Gammaproteobacteria (UID4445),228,244,583,UID4500
DKLJ00000000,UBA6643,SRX822260,Near complete,97.24,0.82,25,Pseudomonas stutzeri [species],1532,99.935,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas stutzeri DSM 10701,CP003725.679689.681226,3997532,63.13633694,100.49,99.46989046,7036,179,114,3803,0.883593427,141303,189556,22293,35066,54739,66610,11,7,19,0,50,51,0.000176,c__Gammaproteobacteria (UID4445),228,244,583,UID4506
DKLD00000000,UBA6649,SRX822461,Near complete,99.54,2.73,0,Pseudomonas stutzeri [species],,,,,4530831,63.15550408,48.34,99.81495364,2236,90,68,4216,0.888148774,464620,527667,50317,66629,132123,151872,11,2,19,0,52,53,0.000095,c__Gammaproteobacteria (UID4445),228,244,583,UID4506
DKKU00000000,UBA6658,SRX404361,Near complete,99.08,0,0,Candidatus Accumulibacter phosphatis [species],,,,,4184348,64.18769457,1514.26,99.96816387,423,72,67,3667,0.895750545,432545,432547,58110,62452,107225,107225,11,1,17,0,40,40,0,c__Betaproteobacteria (UID3971),223,210,421,UID3975
DKJC00000000,UBA6702,SRX822108,Near complete,100,0.55,50,Pseudomonas stutzeri [species],,,,,4322504,63.08240858,32.24,99.99356678,1182,47,40,4028,0.898922708,390824,390824,91943,108062,148305,155051,11,1,19,0,50,52,0,c__Gammaproteobacteria (UID4445),228,244,583,UID4505
DKIM00000000,UBA6718,SRX481087,Near complete,95.44,0.97,33.33,Pseudomonas sp. UBA6718 [genus],,,,,4035825,65.64333105,1289.72,100.0022071,3391,114,86,3921,0.902423916,200811,273613,35372,46928,70406,80746,11,2,16,0,39,39,0.000227,o__Pseudomonadales (UID4488),185,308,813,UID4510
DKIL00000000,UBA6719,SRX481087,Medium,70.56,0.05,50,Pseudomonas sp. UBA6719 [genus],,,,,2656397,62.95898248,595.34,100.0048043,12941,354,258,2709,0.900423769,82669,82669,7467,10296,14397,15831,11,26,16,0,38,38,0.002992,o__Pseudomonadales (UID4488),185,308,813,UID4621
DKHO00000000,UBA6742,SRX147858,Medium,81.2,1.1,46.15,Citrobacter freundii [species],,,,,3680392,52.05528683,17.54,99.16865418,29685,795,352,3815,0.855137714,35038,49046,4592,10455,7631,14389,11,0,12,0,24,24,0,f__Enterobacteriaceae (UID5124),134,336,1172,UID5166
DKHI00000000,UBA6748,SRX823180,Near complete,95.5,0.93,0,Achromobacter xylosoxidans [species],,,,,5599254,65.89315135,39.13,99.00610896,9104,373,283,5387,0.902462721,105237,105237,14986,19785,30350,34282,11,3,18,0,50,50,0,o__Burkholderiales (UID4000),193,214,427,UID4164
DKHE00000000,UBA6752,SRX823218,Near complete,99.59,2.94,16.67,Pseudomonas stutzeri [species],,,,,4345288,63.1863834,194.49,99.99615571,1178,29,18,4013,0.889636084,651907,651909,149796,241404,326181,374533,11,1,17,0,50,50,0.000095,c__Gammaproteobacteria (UID4445),228,244,583,UID4506
DKGW00000000,UBA6760,SRX823219,Near complete,96.21,0.14,0,Pseudomonas stutzeri [species],,,,,4360934,60.16038261,32.61,99.98772921,985,44,30,4008,0.88949913,578986,578988,99089,145364,182590,258649,11,0,15,0,35,35,0,c__Gammaproteobacteria (UID4445),228,244,583,UID4507
DBNH00000000,UBA677,ERX556016,Near complete,90.72,0.54,66.67,Cellvibrionaceae bacterium UBA677 [family],,,,,4604508,49.95458055,42.81,99.9800448,39283,339,220,4182,0.85904531,127212,153181,13466,20929,31300,43074,11,12,16,0,29,30,0.008644,c__Gammaproteobacteria (UID4444),263,232,507,UID4673
DKEY00000000,UBA6810,SRX545991,Medium,80.26,2.88,40,Sulfurospirillum sp. UBA6810 [genus],,,,,2565618,33.98275286,21.44,99.52444882,7744,304,194,2874,0.921172988,174802,174802,8414,13224,15646,19745,11,12,9,0,12,12,0.006917,p__Proteobacteria (UID3061),115,260,395,UID3071
DKET00000000,UBA6815,SRX545991,Near complete,91.79,1.13,50,Sulfurovum sp. UBA6815 [genus],,,,,1791837,41.38521702,12.28,97.544027,1345,84,61,1809,0.917740286,135984,135986,21315,29374,30467,45468,11,1,10,0,13,14,0.007395,k__Bacteria (UID3060),138,244,335,UID3167
DKEM00000000,UBA6822,SRX822925,Near complete,99.18,0.14,0,Pseudomonas stutzeri [species],,,,,4429372,60.23779825,121.46,99.95479413,744,25,18,4096,0.888484869,767695,846719,177145,246076,289651,337352,11,0,17,0,46,46,0.001044,c__Gammaproteobacteria (UID4445),228,244,583,UID4507
DKEI00000000,UBA6826,SRX822923,Near complete,94.98,0.34,0,Pseudomonas stutzeri [species],,,,,4183890,62.94372929,87.15,99.77318279,11808,233,102,4057,0.888449027,156925,264773,17905,41018,35547,66298,11,9,19,0,49,49,0,c__Gammaproteobacteria (UID4445),228,244,583,UID4505
DKBQ00000000,UBA6896,SRX822856,Medium,85.03,0.34,50,Pseudomonas stutzeri [species],,,,,3229367,63.67327049,100.68,97.62975408,11684,353,236,3280,0.881467792,64229,82861,9115,13683,17597,19305,11,93,17,0,45,46,0.000189,c__Gammaproteobacteria (UID4445),228,244,583,UID4502
DKBO00000000,UBA6898,ERX633352,Medium,82.9,3.64,0,Nitrospiraceae bacterium UBA6898 [family],,,,,3101319,52.36789018,10.62,97.56946841,1133,281,268,3389,0.879438394,82128,82146,11032,11572,15511,15521,11,12,11,1,22,25,0.01891,k__Bacteria (UID3187),2258,110,181,UID3195
DKBK00000000,UBA6902,ERX633350,Near complete,94.49,1.19,0,Nitrospiraceae bacterium UBA6902 [family],395,96.708,Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;uncultured;uncultured bacterium,JN977179.1.1548,3053843,46.5045527,18.58,99.56284794,1587,170,160,3158,0.875826622,84219,84708,17954,19086,25540,25869,11,11,17,0,33,33,0.019335,k__Bacteria (UID3187),2258,110,181,UID3195
DKBH00000000,UBA6905,ERX633351,Medium,86.26,5.45,0,Nitrospiraceae bacterium UBA6905 [family],,,,,2980303,51.49538528,13.07,98.61865318,168,127,127,3048,0.877333613,106024,106030,23465,23466,39893,39901,11,12,17,1,33,34,0.019196,k__Bacteria (UID3187),2258,110,181,UID3195
DKAZ00000000,UBA6913,ERX633357,Near complete,94.95,1.79,25,Desulfobulbaceae bacterium UBA6913 [family],,,,,3488184,63.21694992,36.61,99.95048226,545,111,105,3026,0.867593854,183433,183435,31420,33220,54373,54379,11,17,18,1,38,40,0.012169,c__Deltaproteobacteria (UID3217),62,168,280,UID3234
DKAY00000000,UBA6914,ERX633357,Medium,81.56,1.82,28.57,Proteobacteria bacterium UBA6914 [phylum],,,,,2409143,55.81068227,13.98,98.19131971,536,208,201,2481,0.916248641,47859,47865,11579,11985,17142,17142,11,4,14,0,17,18,0.0079,c__Gammaproteobacteria (UID4267),119,284,544,UID4267
DKAT00000000,UBA6919,ERX633355,Near complete,96.4,0.67,0,Spirochaetia bacterium UBA6919 [class],,,,,3568355,33.12703641,11.49,96.87373709,197,123,122,3317,0.872755934,174928,174942,29009,29248,65596,65596,11,1,20,0,33,34,0.034709,c__Spirochaetia (UID2496),72,125,215,UID2502
DBMN00000000,UBA697,DRX011532,Medium,83.14,0.28,0,Rhizobiales bacterium UBA697 [order],,,,,3718864,69.3297359,63.67,98.77067335,9923,518,374,3788,0.874454672,43544,49103,7160,9943,12341,12868,11,9,18,0,34,35,0.008371,o__Rhizobiales (UID3642),107,316,485,UID3653
DBMG00000000,UBA704,DRX011532,Near complete,93.74,3.12,0,Candidatus Accumulibacter sp. UBA704 [genus],,,,,3840202,60.82018613,21.06,99.53839796,9413,338,198,3726,0.901412738,103012,158814,11333,19394,22046,27776,11,31,16,0,36,36,0.005428,c__Betaproteobacteria (UID3971),223,211,425,UID3973
DKYM00000000,UBA7100,SRX803755,Near complete,96.2,1.27,100,Sutterellaceae bacterium UBA7100 [family],1989,99.834,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Parasutterella;uncultured bacterium,DQ824015.1.1394,2030709,49.43823119,33.85,99.91648512,11907,148,106,1888,0.891370945,81372,110836,13640,19157,25746,32467,11,9,13,0,27,27,0.000146,p__Proteobacteria (UID3887),1487,158,255,UID4183
DKXH00000000,UBA7131,SRX803754,Near complete,97.15,0,0,Sutterellaceae bacterium UBA7131 [family],595,100,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Parasutterella;uncultured bacterium,DQ824182.1.1401,2514353,48.72265473,29.75,99.88700954,19452,164,98,2297,0.879337547,136127,136127,15212,25656,28067,39883,11,3,15,0,38,38,0.000146,p__Proteobacteria (UID3887),1487,158,255,UID4183
DBLU00000000,UBA716,SRX1166929,Medium,88.38,2.47,33.33,Helicobacter sp. UBA716 [genus],,,,,1557361,37.10359114,13.82,97.32801417,9748,145,114,1633,0.907132643,59173,59173,10673,13661,18255,20117,11,2,17,0,26,26,0.003551,o__Campylobacterales (UID3068),106,283,476,UID3128
DKTB00000000,UBA7241,SRX822585,Near complete,99.59,0.55,0,Pseudomonas stutzeri [species],,,,,4323981,64.12074554,60.63,99.99851967,608,20,17,4004,0.900871211,823373,823373,216168,254351,471189,471189,11,0,17,0,47,48,0.000189,c__Gammaproteobacteria (UID4445),228,244,583,UID4498
DBLL00000000,UBA725,ERX556126,Near complete,96.67,3.07,7.69,Gammaproteobacteria bacterium UBA725 [class],,,,,5409076,54.25677838,20.19,99.85618283,25157,153,73,4726,0.906580348,223773,442417,35189,74096,75856,150880,11,2,16,0,31,32,0.009648,c__Gammaproteobacteria (UID4443),356,270,451,UID4679
DKSS00000000,UBA7250,SRX822583,Medium,72.3,0.1,50,Pseudomonas stutzeri [species],,,,,2940960,60.3172985,8.37,85.92874736,27552,687,377,3352,0.857656003,32469,46286,4240,7800,8131,10456,11,4,14,0,36,36,0.000298,c__Gammaproteobacteria (UID4445),228,244,583,UID4504
DKQK00000000,UBA7310,ERX552262,Near complete,98.15,2.76,0,Gammaproteobacteria bacterium UBA7310 [class],,,,,5394204,54.26534332,59.28,99.99750653,20170,132,76,4690,0.911764182,472801,472801,40712,70976,98951,138801,11,6,18,0,35,35,0.009648,c__Gammaproteobacteria (UID4443),356,270,451,UID4679
DKPM00000000,UBA7334,DRX003682,Near complete,99.01,0.63,0,Citrobacter freundii [species],,,,,4940338,51.76706736,29.67,99.99758918,4250,46,27,4682,0.890506884,453814,759938,107306,182975,239243,254867,11,0,17,1,52,55,0,f__Enterobacteriaceae (UID5124),134,336,1172,UID5165
DKOY00000000,UBA7349,SRX836091,Near complete,90.01,0.39,20,Pseudomonas aeruginosa [species],,,,,5991287,66.25862779,16.81,99.43437706,37851,558,301,5710,0.878515417,171528,171530,10669,19904,28559,29800,11,13,17,1,39,42,0,o__Pseudomonadales (UID4488),185,308,813,UID4635
DKOP00000000,UBA7359,SRX802189,Near complete,97.53,2.04,9.09,Thiotrichaceae bacterium UBA7359 [family],,,,,2542657,40.67439596,28.31,99.96285404,1331,72,55,2520,0.904178975,179259,242235,35296,46230,78264,83063,11,5,15,0,31,31,0.020312,c__Gammaproteobacteria (UID4267),119,284,544,UID4268
DKNG00000000,UBA7394,SRX372907,Medium,83.47,1.42,0,Arcobacter sp. UBA7394 [genus],,,,,2560787,28.17309471,22.37,99.51819982,47712,704,271,2664,0.822560408,42727,51170,3569,9449,6983,13062,11,19,16,0,34,35,0.00668,k__Bacteria (UID3060),138,246,338,UID3162
DLQU00000000,UBA7424,SRX822448,Near complete,97.07,0.84,16.67,Enterobacteriaceae bacterium UBA7424 [family],,,,,4234131,52.88586886,14.39,99.45483318,9736,182,119,3930,0.870088337,133978,198686,23210,35580,42183,55122,11,0,18,1,58,60,0.000785,f__Enterobacteriaceae (UID5121),138,336,1162,UID5125
DLQL00000000,UBA7433,SRX802963,Medium,88.44,2,44.44,Flavobacteriaceae bacterium UBA7433 [family],,,,,1754471,41.08145406,45.8,99.97452472,3754,163,111,1656,0.897808513,52560,54318,10740,15806,18435,24391,11,2,18,0,31,32,0.007657,f__Flavobacteriaceae (UID2845),53,298,548,UID2892
DLQH00000000,UBA7437,SRX802963,Medium,72.41,0,0,Saccharospirillaceae bacterium UBA7437 [family],,,,,2691377,54.0221148,33.17,99.89898628,11543,375,239,2627,0.88460591,42976,62423,7146,11260,13366,19581,11,2,13,0,26,26,0.007702,k__Bacteria (UID203),5449,58,104,UID4476
DLPM00000000,UBA7458,SRX822110,Near complete,98.83,0.18,0,Pseudomonas stutzeri [species],,,,,4326582,64.2608655,15.08,99.68472092,5014,99,66,4075,0.897368639,404200,404200,43652,65554,104670,111755,11,4,17,0,47,49,0,c__Gammaproteobacteria (UID4445),228,244,583,UID4498
DLPI00000000,UBA7462,SRX822117,Near complete,96.35,3.53,56.86,Escherichia coli [species],,,,,4621708,51.0450146,19.73,99.91967673,4117,107,83,4335,0.885256057,187130,206369,43155,55683,72565,87852,11,2,16,1,65,67,0,f__Enterobacteriaceae (UID5162),88,328,1207,UID5206
DLNZ00000000,UBA7497,SRX823220,Medium,80.71,2.63,0,Achromobacter xylosoxidans [species],,,,,5571715,67.61341405,95.97,98.98014742,10323,477,353,5416,0.894644647,125288,125290,11659,15783,23896,24453,11,25,16,1,44,45,0,o__Burkholderiales (UID4000),193,214,427,UID4163
DLNS00000000,UBA7504,SRX823221,Near complete,93.1,1.55,14.29,Enterobacteriaceae bacterium UBA7504 [family],,,,,4143874,54.27592022,11.76,97.90129328,3467,95,59,3852,0.884062353,229046,293241,43583,70235,95157,120127,11,1,17,1,51,52,0,f__Enterobacteriaceae (UID5121),138,336,1162,UID5125
DLNL00000000,UBA7511,SRX823226,Medium,78.45,0,0,Pseudomonas stutzeri [species],,,,,4014506,64.49208935,12.11,96.13727356,30636,479,330,3987,0.884716326,75062,75772,8317,12165,16104,17178,11,3,14,0,36,40,0.000342,k__Bacteria (UID203),5449,58,104,UID4500
DLNG00000000,UBA7516,SRX823225,Near complete,99.53,0.14,0,Pseudomonas stutzeri [species],,,,,4744492,60.00464186,146.19,100,709,25,21,4361,0.883042062,946413,1437540,189751,225928,478767,479665,11,0,17,0,46,46,0.001574,c__Gammaproteobacteria (UID4445),228,244,583,UID4507
DLMU00000000,UBA7528,SRX823224,Near complete,97,0.39,0,Comamonas sp. UBA7528 [genus],,,,,4573835,64.90960386,320.7,99.99995625,2456,29,17,4044,0.870851922,487812,610411,157633,269049,371942,411115,11,1,16,0,56,56,0.00019,f__Comamonadaceae (UID4119),39,323,693,UID4147
DLMS00000000,UBA7530,SRX823224,Partial,65.52,0,0,Pseudomonas sp. UBA7530 [genus],,,,,4855233,62.85027816,45.41,99.99931977,3910,31,13,4494,0.886367966,572341,1389515,156494,373479,237262,1147288,11,3,17,0,48,48,0.000539,k__Bacteria (UID203),5449,58,104,UID4511
DLMK00000000,UBA7538,SRX822939,Near complete,97.64,0.14,0,Pseudomonas stutzeri [species],,,,,4293333,64.41534317,72.41,99.9880608,4937,88,61,3975,0.898329107,410551,425196,48731,70382,78433,130139,11,5,16,0,43,44,0,c__Gammaproteobacteria (UID4445),228,243,580,UID4501
DLKB00000000,UBA7601,SRX823085,Medium,72.41,0,0,Pseudomonas stutzeri [species],,,,,4112028,63.8288561,114.64,99.80003712,1265,53,42,3893,0.899717609,399392,399394,77561,97905,236392,249632,11,8,17,0,43,43,0.000143,k__Bacteria (UID203),5449,58,104,UID4497
DLJL00000000,UBA7617,SRX823310,Medium,83.21,0.4,50,Pseudomonas stutzeri [species],,,,,3858316,64.57114984,11.22,95.30391399,51252,732,365,3960,0.859753322,31792,49097,5200,10570,8663,14447,11,41,14,0,31,32,0.001411,c__Gammaproteobacteria (UID4445),228,243,580,UID4501
DLJJ00000000,UBA7619,SRX823409,Near complete,95.82,0.17,0,Alicycliphilus sp. UBA7619 [genus],,,,,4738892,68.89354418,21.13,99.98824453,673,28,20,4382,0.923804341,411444,709271,169222,236944,277436,358224,11,0,17,1,39,40,0.000194,f__Comamonadaceae (UID4119),39,323,693,UID4139
DLJE00000000,UBA7624,SRX823151,Medium,83.76,3.91,44.9,Escherichia coli [species],,,,,4230508,51.22965598,19.53,99.77693635,42914,660,196,4385,0.845387835,62001,143537,6344,21584,13065,33679,11,9,16,1,34,35,0,f__Enterobacteriaceae (UID5124),134,336,1173,UID5236
DLJB00000000,UBA7627,SRX823152,Near complete,93.65,1.71,33.33,Pseudomonas stutzeri [species],,,,,4401796,61.58361852,211.88,100.0263216,32764,462,88,4352,0.865750934,97680,289376,9456,50020,21144,70578,11,34,17,0,45,45,0.000144,c__Gammaproteobacteria (UID4445),228,244,583,UID4504
DLIV00000000,UBA7633,SRX823157,Near complete,98.36,1.93,0,Pseudomonas stutzeri [species],,,,,5160108,62.28166629,80.66,99.82103795,5384,130,79,4743,0.87853355,291732,395327,39651,65317,77176,107010,11,86,16,1,43,44,0,c__Gammaproteobacteria (UID4445),228,244,583,UID4507
DLIC00000000,UBA7652,SRX822660,Near complete,90.51,0.2,0,Pseudomonas stutzeri [species],,,,,3833641,64.07430554,46.21,99.89731975,1356,66,52,3568,0.898195736,279315,279317,58064,73723,128646,141116,11,3,17,0,43,44,0.000189,c__Gammaproteobacteria (UID4445),228,244,583,UID4500
