DDBJ/ENA/GenBank Accession,UBA Genome ID,SRA Bin ID,Genome Quality,CheckM Completeness,CheckM Contamination,CheckM Strain Heterogeneity,NCBI Organism Name,SSU Length (bp),SSU Percent Identity (top hit),SSU SILVA Taxonomy (top hit),SSU Top Hit in SILVA,Genome Size (bp),GC,Coverage,Bases >5x Coverage (%),No. Ambiguous Bases,No. Contigs,No. Scaffolds,No. Predicted Genes,Coding density,Longest Contig (bp),Longest Scaffold (bp),Mean Contig Length (bp),Mean Scaffold Length (bp),N50 (contigs),N50 (scaffolds),Translation Table,Scaffolds Removed by Filtering,Standard tRNAs,Selenocysteine tRNAs (TCA),tRNAs Decoding Standard 20 AA,Total tRNAs,Percent PG (relative to NCBI genomes),CheckM Marker Lineage,CheckM # genomes,CheckM # marker sets,CheckM # markers,CheckM Insertion Branch ID
DKLG00000000,UBA6646,SRX822460,Near complete,97.24,1.3,38.46,Enterobacter hormaechei [species],,,,,4518548,55.58700023,15.52,99.75548728,10807,153,94,4247,0.895402461,253643,276415,29462,48069,57926,82285,11,1,17,1,64,65,0,f__Enterobacteriaceae (UID5124),134,336,1173,UID5132
DKLD00000000,UBA6649,SRX822461,Near complete,99.54,2.73,0,Pseudomonas stutzeri [species],,,,,4530831,63.15550408,48.34,99.81495364,2236,90,68,4216,0.888148774,464620,527667,50317,66629,132123,151872,11,2,19,0,52,53,0.000095,c__Gammaproteobacteria (UID4445),228,244,583,UID4506
DKLC00000000,UBA6650,SRX822461,Near complete,99.01,0.46,0,Leclercia adecarboxylata [species],,,,,4611885,55.70972914,24.73,99.98919662,2218,45,29,4233,0.886559184,766996,792119,102437,159030,166149,226897,11,1,18,1,60,61,0,f__Enterobacteriaceae (UID5124),134,336,1173,UID5131
DKKY00000000,UBA6654,SRX822466,Near complete,91.09,2.26,12.5,Rhodococcus equi [species],,,,,5266621,68.60776206,38.28,99.77728119,29973,327,194,5180,0.897655252,212939,212939,16014,27147,44609,46227,11,12,19,1,50,51,0,o__Actinomycetales (UID1815),120,266,574,UID1896
DKKW00000000,UBA6656,SRX201395,Near complete,94.57,1.39,20,Micavibrio sp. UBA6656 [genus],,,,,2099075,44.82515646,18.15,99.58380233,1514,70,49,2026,0.917066327,196310,274339,29965,42838,61599,67279,11,0,18,0,32,34,0.019536,c__Alphaproteobacteria (UID3305),564,230,349,UID3753
DBNS00000000,UBA666,SRX748864,Medium,82.42,0.13,0,Aquabacterium sp. UBA666 [genus],,,,,3569708,66.14102778,22.96,99.93585834,16635,133,84,3226,0.909704659,183668,188331,26714,42496,62601,74912,11,6,18,0,40,40,0.000479,o__Burkholderiales (UID4000),193,214,427,UID4113
DKKQ00000000,UBA6662,SRX404361,Near complete,98.28,4.34,18.75,Flammeovirgaceae bacterium UBA6662 [family],,,,,4233902,42.22310701,16.05,99.22329959,1897,88,67,3899,0.922673458,242277,243033,48090,63192,91023,96258,11,0,19,0,33,33,0.002386,k__Bacteria (UID203),5449,58,104,UID2936
DKJX00000000,UBA6681,SRX823366,Near complete,92.78,2.22,0,Massilia sp. UBA6681 [genus],,,,,5178424,65.93416256,125.93,99.79109961,3709,171,128,4677,0.905723826,285648,285648,30261,40456,68440,71016,11,9,17,0,51,52,0.000107,o__Burkholderiales (UID4002),107,251,573,UID4094
DKJV00000000,UBA6683,SRX823366,Near complete,96.28,1.27,0,Gordonia sp. UBA6683 [genus],,,,,4823003,65.39730125,20.4,99.79640687,3587,121,84,4409,0.909837502,290695,290703,39829,57416,85796,100696,11,2,18,1,40,42,0.000438,o__Actinomycetales (UID1814),148,276,571,UID1918
DKJQ00000000,UBA6688,SRX374563,Medium,87.12,1.37,33.33,Ignavibacteria bacterium UBA6688 [class],,,,,3544375,55.18800884,12.48,95.16043223,8770,514,403,3218,0.89697817,40858,52411,6878,8794,9988,11102,11,2,15,0,30,30,0.020575,k__Bacteria (UID2570),433,183,273,UID2571
DKJP00000000,UBA6689,SRX823367,Near complete,97.83,0,0,Ochrobactrum anthropi [species],,,,,4623576,56.09632843,80.4,99.99714447,974,36,30,4395,0.883922315,699367,699371,128405,154119,250386,250386,11,1,18,1,38,39,0,c__Alphaproteobacteria (UID3305),564,230,349,UID3532
DKJO00000000,UBA6690,SRX823367,Near complete,92.03,0.47,50,Enterobacter cloacae [species],,,,,4236916,56.19995414,15.2,99.60384125,7046,169,74,4023,0.890341465,155956,224112,25028,57255,54343,84490,11,2,18,1,53,55,0,f__Enterobacteriaceae (UID5124),134,336,1173,UID5134
DKJI00000000,UBA6696,SRX644732,Near complete,95.99,1.34,33.33,Methylobacter sp. UBA6696 [genus],,,,,3966693,49.27069548,25.93,99.81947683,997,154,144,3700,0.872797063,174642,174642,25751,27546,40569,40847,11,1,15,0,31,31,0.000295,c__Gammaproteobacteria (UID4274),112,289,580,UID4295
DKJG00000000,UBA6698,SRX822182,Near complete,97.39,0.29,0,Enterobacteriaceae bacterium UBA6698 [family],,,,,4365190,55.76977208,101.95,99.99534683,2574,39,30,3979,0.894653841,378296,410821,111861,145506,152629,250844,11,0,18,1,68,69,0.001679,f__Enterobacteriaceae (UID5124),134,336,1173,UID5130
DKJA00000000,UBA6704,SRX822108,Near complete,91.68,3.12,0,Oxalobacteraceae bacterium UBA6704 [family],,,,,6107025,65.83917353,12.73,98.82188394,26894,376,225,5404,0.898727285,160858,160858,16170,27142,33345,43000,11,4,19,0,68,68,0.002712,o__Burkholderiales (UID4002),107,251,574,UID4092
DKIZ00000000,UBA6705,SRX822108,Near complete,92.19,1.12,30,Enterobacteriaceae bacterium UBA6705 [family],,,,,4179518,56.44997329,11.5,97.98072366,25307,308,149,4077,0.873783532,177933,177933,13487,28050,31336,36650,11,0,18,1,52,54,0.000229,f__Enterobacteriaceae (UID5124),134,336,1173,UID5130
DKIY00000000,UBA6706,SRX644737,Medium,70.18,0.88,100,Methylobacter tundripaludum [species],,,,,3575364,49.4357593,28.7,99.70415079,2598,334,290,3613,0.874880711,82767,82775,10696,12328,15333,17215,11,16,15,0,27,27,0.000167,k__Bacteria (UID203),5449,57,103,UID4295
DKIS00000000,UBA6712,SRX644736,Near complete,98.14,1.06,0,Methylobacter sp. UBA6712 [genus],1530,99.934,Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylobacter;Methylobacter tundripaludum SV96,AEGW02000009.207200.208714,4213703,48.85720227,42.95,99.91630655,709,128,117,4002,0.869823051,141853,141865,32914,36014,52228,55484,11,0,18,0,36,37,0.000211,c__Gammaproteobacteria (UID4274),112,289,580,UID4295
DKIR00000000,UBA6713,SRX822186,Near complete,99.34,0,0,Pantoea vagans [species],,,,,4857170,55.12927369,60.79,99.9995881,1619,31,25,4488,0.868858203,849473,849473,156630,194286,335310,385586,11,3,18,0,59,60,0,f__Enterobacteriaceae (UID5054),223,305,875,UID5114
DKIM00000000,UBA6718,SRX481087,Near complete,95.44,0.97,33.33,Pseudomonas sp. UBA6718 [genus],,,,,4035825,65.64333105,1289.72,100.0022071,3391,114,86,3921,0.902423916,200811,273613,35372,46928,70406,80746,11,2,16,0,39,39,0.000227,o__Pseudomonadales (UID4488),185,308,813,UID4510
DKIL00000000,UBA6719,SRX481087,Medium,70.56,0.05,50,Pseudomonas sp. UBA6719 [genus],,,,,2656397,62.95898248,595.34,100.0048043,12941,354,258,2709,0.900423769,82669,82669,7467,10296,14397,15831,11,26,16,0,38,38,0.002992,o__Pseudomonadales (UID4488),185,308,813,UID4621
DKHM00000000,UBA6744,SRX823184,Near complete,99.15,0.59,0,Enterobacter hormaechei [species],,,,,4524086,55.54948811,114.96,99.99953573,858,21,13,4175,0.900850028,800010,1900010,215391,348006,460744,542026,11,0,18,1,66,67,0,f__Enterobacteriaceae (UID5124),134,336,1173,UID5132
DKHJ00000000,UBA6747,SRX823180,Near complete,98.88,0.33,0,Enterobacter hormaechei [species],,,,,4689394,55.61538808,245.1,100.0002559,751,18,11,4348,0.898841087,879418,1561454,260480,426308,343666,941707,11,0,18,1,65,66,0,f__Enterobacteriaceae (UID5124),134,336,1173,UID5132
DKHI00000000,UBA6748,SRX823180,Near complete,95.5,0.93,0,Achromobacter xylosoxidans [species],,,,,5599254,65.89315135,39.13,99.00610896,9104,373,283,5387,0.902462721,105237,105237,14986,19785,30350,34282,11,3,18,0,50,50,0,o__Burkholderiales (UID4000),193,214,427,UID4164
DKHH00000000,UBA6749,SRX823180,Near complete,98.04,0,0,Brucellaceae bacterium UBA6749 [family],,,,,4934484,53.82195434,27.36,99.99108168,817,27,19,4669,0.875461953,725749,725753,182728,259709,275523,368873,11,0,18,0,42,42,0,c__Alphaproteobacteria (UID3305),564,230,349,UID3481
DKHG00000000,UBA6750,SRX823181,Near complete,98.71,0.46,0,Leclercia adecarboxylata [species],,,,,4611578,55.75687684,211.39,99.99780816,3576,53,25,4193,0.887633691,514723,552834,86943,184463,137527,277196,11,0,18,1,59,60,0,f__Enterobacteriaceae (UID5124),134,336,1173,UID5131
DKHE00000000,UBA6752,SRX823218,Near complete,99.59,2.94,16.67,Pseudomonas stutzeri [species],,,,,4345288,63.1863834,194.49,99.99615571,1178,29,18,4013,0.889636084,651907,651909,149796,241404,326181,374533,11,1,17,0,50,50,0.000095,c__Gammaproteobacteria (UID4445),228,244,583,UID4506
DKHB00000000,UBA6755,SRX823218,Near complete,98.52,2.1,82.61,Enterobacter hormaechei [species],,,,,4729654,55.56216098,84.91,99.99403183,4584,69,33,4412,0.89695927,698518,1142053,68479,143322,222481,234648,11,0,18,1,66,67,0,f__Enterobacteriaceae (UID5124),134,336,1173,UID5132
DKGX00000000,UBA6759,SRX823219,Partial,62.4,1.72,0,Stenotrophomonas sp. UBA6759 [genus],,,,,3342369,64.64423652,39.6,99.89098304,9860,195,104,2957,0.876247057,117576,138334,17089,32138,37337,53328,11,4,16,0,36,37,0.000925,k__Bacteria (UID203),5449,58,104,UID4231
DKGT00000000,UBA6763,SRX823219,Partial,60.23,1.09,0,Ochrobactrum anthropi [species],,,,,3943407,56.43001513,7.17,74.1267403,47172,903,349,4488,0.847526517,80856,237540,4314,11299,10050,17297,11,12,14,1,18,19,0.000312,c__Alphaproteobacteria (UID3305),564,230,349,UID3532
DKGS00000000,UBA6764,SRX823215,Near complete,98.62,0.05,0,Stenotrophomonas maltophilia [species],,,,,4485768,66.67750681,236.17,99.98405248,8582,115,69,4073,0.890613826,354477,481333,38932,65011,75343,95357,11,0,18,1,63,65,0,f__Xanthomonadaceae (UID4214),55,290,659,UID4235
DKGR00000000,UBA6765,SRX823215,Near complete,98.63,0.55,0,Arsenicicoccus sp. UBA6765 [genus],,,,,3840885,72.02820273,80.54,99.94153576,9483,115,68,3619,0.898758229,225146,313380,33316,56483,86939,121668,11,2,20,1,43,44,0.000241,o__Actinomycetales (UID1663),488,183,308,UID1669
DKGQ00000000,UBA6766,SRX823215,Near complete,99.22,0.69,0,Psychrobacter sp. UBA6766 [genus],,,,,3023818,42.95080827,64.28,100.0004637,4713,84,57,2513,0.831985589,234166,276988,35941,53049,58373,93817,11,12,19,0,40,40,0.002171,o__Pseudomonadales (UID4679),87,364,674,UID4740
DKGO00000000,UBA6768,SRX823215,Medium,90.07,7.4,12.5,Bacillales bacterium UBA6768 [order],311,87.869,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Oceanobacillus;Oceanobacillus limi,HQ433455.1.1478,3530160,34.87166335,13.08,96.30660645,5407,268,240,3488,0.84147914,102007,102007,13152,14709,21153,21660,11,5,9,0,19,20,0.013694,c__Bacilli (UID256),765,151,275,UID272
DKEJ00000000,UBA6825,SRX822920,Near complete,91.23,3.52,0,Pseudomonas nitroreducens [species],,,,,5798010,66.2283167,144.5,99.49036003,14123,375,227,5521,0.865578362,110048,125955,15423,25541,31575,37438,11,70,15,0,41,42,0.000437,o__Pseudomonadales (UID4488),185,308,813,UID4622
DKEI00000000,UBA6826,SRX822923,Near complete,94.98,0.34,0,Pseudomonas stutzeri [species],,,,,4183890,62.94372929,87.15,99.77318279,11808,233,102,4057,0.888449027,156925,264773,17905,41018,35547,66298,11,9,19,0,49,49,0,c__Gammaproteobacteria (UID4445),228,244,583,UID4505
DBNA00000000,UBA684,SRX246996,Medium,84.59,1.19,0,Hyphomonadaceae bacterium UBA684 [family],322,99.375,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;uncultured;uncultured bacterium,AY328692.1.1446,2496810,61.6061746,13.99,97.38248884,11663,325,228,2501,0.888367156,62363,75986,7646,10950,12850,15115,11,4,17,0,33,33,0.018797,c__Alphaproteobacteria (UID3422),26,308,529,UID3429
DBMY00000000,UBA686,SRX823236,Near complete,94.26,0.46,50,Stenotrophomonas maltophilia [species],,,,,4483438,66.20659238,42.81,99.38554677,10030,298,186,4138,0.89453473,146276,146278,15011,24104,30266,44067,11,3,19,0,59,59,0.000148,f__Xanthomonadaceae (UID4214),55,290,659,UID4231
DBMX00000000,UBA687,SRX823236,Near complete,92.28,0.2,0,Leclercia adecarboxylata [species],,,,,4161460,56.15710438,30.34,99.93623143,45012,648,150,4287,0.850232851,46236,178126,6352,27743,12194,43485,11,22,18,0,45,45,0,f__Enterobacteriaceae (UID5124),134,336,1173,UID5131
DBMW00000000,UBA688,SRX823236,Medium,85.61,0.58,100,Brucellaceae bacterium UBA688 [family],,,,,4061879,53.43100502,17.82,99.54269224,51232,670,247,4218,0.831962498,56887,110946,5986,16444,10072,26120,11,7,18,0,40,40,0,c__Alphaproteobacteria (UID3305),564,230,349,UID3481
DBMV00000000,UBA689,DRX011531,Near complete,99.94,0.92,0,Ralstonia sp. UBA689 [genus],1534,99.348,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia;Ralstonia solanacearum GMI1000,AL646053.1205189.1206722,5216173,64.15339589,191.43,99.99840877,75,49,48,4850,0.887839418,470156,470156,106450,108670,208829,208829,11,0,19,0,42,43,0.000721,f__Burkholderiaceae (UID4003),91,218,596,UID4072
DKBU00000000,UBA6892,SRX822853,Near complete,97.81,0.14,0,Pseudomonas stutzeri [species],,,,,4256081,64.23372141,54.52,99.99969452,553,20,16,3988,0.899648291,659225,659225,212776,266005,320551,475784,11,0,17,0,43,43,0,c__Gammaproteobacteria (UID4445),228,244,583,UID4500
DKBQ00000000,UBA6896,SRX822856,Medium,85.03,0.34,50,Pseudomonas stutzeri [species],,,,,3229367,63.67327049,100.68,97.62975408,11684,353,236,3280,0.881467792,64229,82861,9115,13683,17597,19305,11,93,17,0,45,46,0.000189,c__Gammaproteobacteria (UID4445),228,244,583,UID4502
DKBP00000000,UBA6897,SRX822856,Near complete,92.53,0.94,25,Leclercia adecarboxylata [species],,,,,4031889,56.044693,16.69,99.01988155,5845,128,79,3786,0.884861414,259196,259210,31453,51036,66770,100551,11,2,16,1,46,47,0,f__Enterobacteriaceae (UID5124),134,336,1173,UID5131
DKBA00000000,UBA6912,ERX633356,Medium,84.91,0.85,0,Acidimicrobiia bacterium UBA6912 [class],,,,,3939249,69.1271422,18.11,99.47901371,2869,373,343,4145,0.892077906,61026,61046,10553,11484,15690,15775,11,27,17,1,33,36,0.033127,k__Bacteria (UID1453),901,117,171,UID1455
DKAX00000000,UBA6915,ERX633354,Medium,81.75,4.48,4.55,Proteobacteria bacterium UBA6915 [phylum],,,,,3467912,53.32209072,11.44,97.02883456,1932,289,265,3590,0.898322968,87715,87721,11993,13086,19315,20737,11,2,9,0,14,14,0.014542,c__Gammaproteobacteria (UID4267),119,284,544,UID4268
DKAS00000000,UBA6920,ERX633355,Medium,74.91,4.53,22.22,Proteobacteria bacterium UBA6920 [phylum],,,,,4032921,59.62955054,10.87,95.61981448,900,262,256,3920,0.883097636,65873,65879,15389,15753,23202,23206,11,5,13,0,21,21,0.021733,c__Gammaproteobacteria (UID4267),119,284,544,UID4268
DBMQ00000000,UBA694,DRX011532,Near complete,98.81,0.52,0,Klebsiella variicola [species],,,,,5420105,57.56238118,152.51,99.99963092,1243,54,41,5023,0.886648137,517752,517754,100349,132197,162320,175960,11,0,17,1,46,47,0,f__Enterobacteriaceae (UID5121),138,336,1159,UID5155
DJYL00000000,UBA6979,SRX445321,Medium,71.33,1.64,71.43,Selenomonas ruminantium [species],,,,,2098791,49.73723479,42.5,99.96058522,13279,352,239,2106,0.885319215,43058,43058,5924,8781,8521,11882,11,42,15,0,37,37,0.000861,f__Veillonellaceae (UID1032),33,214,423,UID1056
DBMM00000000,UBA698,DRX011532,Near complete,90.9,0.65,0,Geobacter sp. UBA698 [genus],1141,98.778,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter;uncultured bacterium,AB240241.1.1517,4342876,55.97054263,50.08,99.97653626,4267,217,153,4007,0.885575135,140202,152640,19993,28384,45971,49647,11,8,15,1,38,39,0.004392,c__Deltaproteobacteria (UID3216),83,155,246,UID3289
DLBB00000000,UBA7032,SRX822677,Partial,67.96,0.14,0,Enterobacter cloacae [species],,,,,3292944,54.24557581,76.07,99.9984505,1553,29,19,3109,0.894109951,837917,1189726,113496,173312,283302,484347,11,0,17,1,40,41,0,f__Enterobacteriaceae (UID5124),134,335,1170,UID5138
DLAW00000000,UBA7037,SRX822675,Near complete,98.74,0.93,37.5,Enterobacter cloacae [species],,,,,4759982,54.93272685,28.15,99.97944671,1620,96,78,4482,0.899662856,380422,380430,49566,61025,85578,99425,11,11,17,1,41,42,0,f__Enterobacteriaceae (UID5124),134,336,1172,UID5135
DBMG00000000,UBA704,DRX011532,Near complete,93.74,3.12,0,Candidatus Accumulibacter sp. UBA704 [genus],,,,,3840202,60.82018613,21.06,99.53839796,9413,338,198,3726,0.901412738,103012,158814,11333,19394,22046,27776,11,31,16,0,36,36,0.005428,c__Betaproteobacteria (UID3971),223,211,425,UID3973
DKZR00000000,UBA7069,SRX803752,Medium,70.68,0.63,100,Sutterellaceae bacterium UBA7069 [family],,,,,1914319,48.39005054,17.49,98.85332548,49012,333,157,1783,0.826694506,45750,52169,5601,12193,10271,18279,11,5,12,0,26,27,0.000146,p__Proteobacteria (UID3887),1487,158,255,UID4183
DKYM00000000,UBA7100,SRX803755,Near complete,96.2,1.27,100,Sutterellaceae bacterium UBA7100 [family],1989,99.834,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Parasutterella;uncultured bacterium,DQ824015.1.1394,2030709,49.43823119,33.85,99.91648512,11907,148,106,1888,0.891370945,81372,110836,13640,19157,25746,32467,11,9,13,0,27,27,0.000146,p__Proteobacteria (UID3887),1487,158,255,UID4183
DKXH00000000,UBA7131,SRX803754,Near complete,97.15,0,0,Sutterellaceae bacterium UBA7131 [family],595,100,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Parasutterella;uncultured bacterium,DQ824182.1.1401,2514353,48.72265473,29.75,99.88700954,19452,164,98,2297,0.879337547,136127,136127,15212,25656,28067,39883,11,3,15,0,38,38,0.000146,p__Proteobacteria (UID3887),1487,158,255,UID4183
DBLT00000000,UBA717,SRX822941,Near complete,97.07,0.2,0,Enterobacteriaceae bacterium UBA717 [family],,,,,4202143,56.54328708,63.02,100.0001191,2610,27,15,3852,0.89277947,957159,1071245,155538,280142,347452,515482,11,0,18,1,64,65,0.000229,f__Enterobacteriaceae (UID5124),134,336,1173,UID5130
DBLR00000000,UBA719,SRX822943,Near complete,96.13,1.1,0,Staphylococcaceae bacterium UBA719 [family],,,,,2049933,36.8899421,37.09,99.99736154,3283,43,19,2109,0.9083692,173078,412217,47596,107891,80146,193582,11,0,19,0,47,47,0.000176,c__Bacilli (UID285),586,181,325,UID293
DKTP00000000,UBA7227,ERX490834,Medium,88.89,2.18,20,Anaerolineales bacterium UBA7227 [order],509,99.604,Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;uncultured bacterium,JF828761.1.1476,3017135,60.75719746,15.12,98.92331101,4473,227,182,2877,0.903944305,54639,60678,13271,16577,20879,22800,11,4,19,0,38,39,0.008637,k__Bacteria (UID1452),924,110,163,UID2310
DKTJ00000000,UBA7233,SRX822588,Near complete,93.78,0.76,0,Pseudomonas sp. UBA7233 [genus],,,,,5012687,55.28266329,31.78,99.99549056,982,48,42,4739,0.884310151,522731,633597,104410,119349,210442,210442,11,10,17,0,47,48,0,o__Pseudomonadales (UID4488),185,308,813,UID4622
DKTE00000000,UBA7238,SRX675970,Near complete,95.95,1.48,0,Chitinophagaceae bacterium UBA7238 [family],,,,,2802490,38.19894488,11.07,95.8898907,910,79,70,2553,0.912312979,304221,319432,35463,40035,75282,75290,11,0,18,0,28,30,0.014569,p__Bacteroidetes (UID2591),364,203,302,UID2598
DKTB00000000,UBA7241,SRX822585,Near complete,99.59,0.55,0,Pseudomonas stutzeri [species],,,,,4323981,64.12074554,60.63,99.99851967,608,20,17,4004,0.900871211,823373,823373,216168,254351,471189,471189,11,0,17,0,47,48,0.000189,c__Gammaproteobacteria (UID4445),228,244,583,UID4498
DKSZ00000000,UBA7243,SRX822585,Near complete,99.37,0.47,25,Enterobacter hormaechei [species],,,,,4711247,55.10923862,18.07,99.95528144,4029,68,41,4444,0.894225244,406305,485713,69223,114908,133229,230389,11,0,18,1,66,67,0,f__Enterobacteriaceae (UID5124),134,336,1173,UID5132
DKSY00000000,UBA7244,SRX822587,Near complete,98.14,0.78,0,Comamonadaceae bacterium UBA7244 [family],,,,,5021045,63.85472048,38.91,100.0000199,406,20,17,4432,0.887345164,987284,987284,251031,295355,492142,492142,11,0,18,0,57,57,0.000351,f__Comamonadaceae (UID4119),39,323,693,UID4139
DKSX00000000,UBA7245,SRX822587,Near complete,99.13,0,0,Ochrobactrum anthropi [species],,,,,4796060,55.9553752,17.58,99.94710171,1954,81,64,4587,0.886468059,297885,592744,59186,74938,99494,154656,11,3,17,1,40,41,0.000129,c__Alphaproteobacteria (UID3305),564,230,349,UID3532
DKSV00000000,UBA7247,SRX822580,Near complete,99.77,0.51,0,Enterobacter hormaechei [species],,,,,4644946,55.51619261,99.83,99.98535911,420,36,32,4313,0.896742395,743278,785995,129014,145154,219609,269073,11,0,18,1,63,64,0,f__Enterobacteriaceae (UID5124),134,336,1173,UID5132
DKSO00000000,UBA7254,SRX331751,Medium,83.36,0.41,0,Prevotella sp. UBA7254 [genus],,,,,2219394,49.19736665,128.07,99.99422274,3812,174,129,1761,0.864886091,90814,90814,12733,17204,23163,25663,11,3,13,0,27,28,0.007077,g__Prevotella (UID2722),64,281,532,UID2729
DKSB00000000,UBA7267,SRX331753,Medium,87.37,0.87,42.86,Prevotella sp. UBA7267 [genus],,,,,2346831,49.34149598,74.44,99.99978651,4780,210,160,1883,0.86470223,79308,79316,11152,14667,20160,23033,11,3,15,0,28,29,0.007077,g__Prevotella (UID2722),64,281,532,UID2729
DKQV00000000,UBA7299,ERX552263,Medium,83.88,0,0,Candidatus Marinimicrobia bacterium UBA7299 [phylum],461,99.781,Bacteria;Marinimicrobia (SAR406 clade);uncultured bacterium,GU145516.1.1512,1749312,38.81681474,85.74,99.98198306,6508,93,73,1653,0.940525189,154237,155863,18739,23963,38016,47375,11,5,18,0,38,38,0.014469,k__Bacteria (UID2495),2993,91,147,UID2568
DKQH00000000,UBA7313,ERX552262,Medium,76.18,0,0,Alteromonadaceae bacterium UBA7313 [family],,,,,3617202,49.39961387,44.83,99.93593245,25680,397,323,3448,0.88480295,68798,116632,9046,11198,13803,15216,11,16,14,0,25,25,0.005636,k__Bacteria (UID203),5449,58,104,UID4776
DKPO00000000,UBA7332,DRX003682,Near complete,98.86,0.75,0,Porphyromonadaceae bacterium UBA7332 [family],,,,,3399816,36.96027562,85.25,99.99417605,17233,118,46,2710,0.87182424,188048,358596,28665,73909,56936,110306,11,26,17,0,52,52,0.011114,o__Bacteroidales (UID2617),213,265,406,UID2654
DKPM00000000,UBA7334,DRX003682,Near complete,99.01,0.63,0,Citrobacter freundii [species],,,,,4940338,51.76706736,29.67,99.99758918,4250,46,27,4682,0.890506884,453814,759938,107306,182975,239243,254867,11,0,17,1,52,55,0,f__Enterobacteriaceae (UID5124),134,336,1172,UID5165
DKPJ00000000,UBA7338,SRX822295,Near complete,95.64,0.98,0,Enterobacteriaceae bacterium UBA7338 [family],,,,,4175280,57.3208969,43.6,99.99190386,450,22,17,3822,0.896747284,566619,932603,189765,245604,253159,413756,11,0,18,1,57,58,0.000291,f__Enterobacteriaceae (UID5121),138,336,1162,UID5124
DKPD00000000,UBA7344,SRX822297,Near complete,97.62,0.48,0,Leclercia adecarboxylata [species],,,,,4564869,56.62383077,35.85,99.9888681,1407,35,23,4243,0.895012321,478459,642105,130384,198472,181713,262848,11,1,17,1,56,58,0.000267,f__Enterobacteriaceae (UID5124),134,336,1173,UID5131
DKPC00000000,UBA7345,SRX822459,Near complete,99.01,0.46,0,Leclercia adecarboxylata [species],,,,,4633086,55.87089593,63.02,99.99982722,2992,42,18,4221,0.887846891,918903,972314,110240,257393,212285,335097,11,0,18,1,64,65,0,f__Enterobacteriaceae (UID5124),134,336,1173,UID5131
DKPB00000000,UBA7346,SRX822454,Near complete,97.1,1.72,0,Stenotrophomonas sp. UBA7346 [genus],,,,,4146299,64.76494868,27.49,99.87462317,13159,155,95,3661,0.879369288,164047,203395,26665,43645,70021,82281,11,0,18,0,53,53,0.000983,f__Xanthomonadaceae (UID4214),55,290,659,UID4230
DKPA00000000,UBA7347,SRX822450,Near complete,96.76,0.89,20,Pseudomonas aeruginosa [species],,,,,6275092,66.49407065,33.36,99.84411387,17319,222,138,5820,0.891317609,292735,293103,28188,45471,70166,79877,11,5,16,1,43,46,0,o__Pseudomonadales (UID4488),185,308,813,UID4635
DKOY00000000,UBA7349,SRX836091,Near complete,90.01,0.39,20,Pseudomonas aeruginosa [species],,,,,5991287,66.25862779,16.81,99.43437706,37851,558,301,5710,0.878515417,171528,171530,10669,19904,28559,29800,11,13,17,1,39,42,0,o__Pseudomonadales (UID4488),185,308,813,UID4635
DKNF00000000,UBA7395,SRX449873,Medium,78.42,1.58,75,Betaproteobacteria bacterium UBA7395 [class],,,,,2465274,63.4552031,25.82,99.00518154,4423,321,282,2639,0.933543695,45780,48804,7666,8742,10644,11054,11,7,15,0,30,30,0.000911,c__Betaproteobacteria (UID3971),223,211,425,UID3981
DKMZ00000000,UBA7401,SRX836029,Partial,69.12,0,0,Pantoea sp. UBA7401 [genus],,,,,3935824,59.62717138,10.39,97.08688703,51251,596,285,3751,0.841723106,50567,84188,6517,13809,11616,19814,11,5,16,0,48,48,0,k__Bacteria (UID203),5449,58,104,UID5111
DKMY00000000,UBA7402,SRX822064,Near complete,99.66,0.08,0,Stenotrophomonas maltophilia [species],,,,,4658496,66.5008503,86,99.99090465,7769,90,42,4244,0.889597844,365964,387437,51674,110916,92414,165763,11,0,18,1,64,65,0,f__Xanthomonadaceae (UID4214),55,290,659,UID4232
DKMX00000000,UBA7403,SRX822060,Near complete,92.77,2.05,27.27,Enterobacteriaceae bacterium UBA7403 [family],,,,,4115594,56.87910606,24.97,99.93697677,31386,270,114,3834,0.872939848,116162,158695,15126,36101,24841,55763,11,2,17,1,52,53,0.00026,f__Enterobacteriaceae (UID5124),134,336,1173,UID5131
DKMU00000000,UBA7406,SRX822065,Near complete,97.66,0.51,0,Enterobacteriaceae bacterium UBA7406 [family],,,,,3962673,57.00739245,162.09,99.86087205,4446,100,66,3633,0.86191442,170588,266955,39582,60040,87311,104621,11,5,18,0,63,63,0,f__Enterobacteriaceae (UID5054),223,305,876,UID5104
