DDBJ/ENA/GenBank Accession,UBA Genome ID,SRA Bin ID,Genome Quality,CheckM Completeness,CheckM Contamination,CheckM Strain Heterogeneity,NCBI Organism Name,SSU Length (bp),SSU Percent Identity (top hit),SSU SILVA Taxonomy (top hit),SSU Top Hit in SILVA,Genome Size (bp),GC,Coverage,Bases >5x Coverage (%),No. Ambiguous Bases,No. Contigs,No. Scaffolds,No. Predicted Genes,Coding density,Longest Contig (bp),Longest Scaffold (bp),Mean Contig Length (bp),Mean Scaffold Length (bp),N50 (contigs),N50 (scaffolds),Translation Table,Scaffolds Removed by Filtering,Standard tRNAs,Selenocysteine tRNAs (TCA),tRNAs Decoding Standard 20 AA,Total tRNAs,Percent PG (relative to NCBI genomes),CheckM Marker Lineage,CheckM # genomes,CheckM # marker sets,CheckM # markers,CheckM Insertion Branch ID
DKBH00000000,UBA6905,ERX633351,Medium,86.26,5.45,0,Nitrospiraceae bacterium UBA6905 [family],,,,,2980303,51.49538528,13.07,98.61865318,168,127,127,3048,0.877333613,106024,106030,23465,23466,39893,39901,11,12,17,1,33,34,0.019196,k__Bacteria (UID3187),2258,110,181,UID3195
DKBG00000000,UBA6906,ERX633351,Medium,84.55,2.46,0,Ignavibacteria bacterium UBA6906 [class],,,,,3701133,57.75765085,10.1,92.44561865,1611,370,354,3482,0.905290893,127627,127641,9998,10455,14566,14671,11,11,11,0,17,18,0.023879,k__Bacteria (UID2570),433,183,273,UID2571
DKBF00000000,UBA6907,ERX633351,Medium,77.72,4.27,16.67,Nitrospiraceae bacterium UBA6907 [family],,,,,2442620,46.96699902,9.03,92.19307349,814,275,270,2622,0.875915206,49957,49977,8879,9046,11737,11741,11,1,14,0,20,21,0.019708,k__Bacteria (UID3187),2258,110,181,UID3195
DKBE00000000,UBA6908,ERX633356,Medium,89.53,1.83,0,Proteobacteria bacterium UBA6908 [phylum],,,,,2388770,60.06529059,34.61,99.98103089,677,114,111,2575,0.917955684,81149,81157,20948,21520,33492,33879,11,6,15,0,27,28,0.010446,p__Proteobacteria (UID3880),1495,164,261,UID3887
DKBD00000000,UBA6909,ERX633356,Medium,86.53,2.55,20,Nitrospira sp. UBA6909 [genus],,,,,3141186,57.10658321,30.41,99.76811371,4735,349,284,3438,0.864383389,44030,47824,8986,11060,14419,17950,11,23,16,0,31,31,0.003434,k__Bacteria (UID3187),2258,110,181,UID3195
DKBC00000000,UBA6910,ERX633356,Medium,81.37,2.37,16.67,Betaproteobacteria bacterium UBA6910 [class],,,,,3308706,65.22463805,14.24,99.06712073,2276,408,369,3573,0.89408518,43169,43173,8103,8966,11006,11755,11,9,13,0,16,17,0.011212,c__Betaproteobacteria (UID3959),235,211,419,UID3962
DKBB00000000,UBA6911,ERX633356,Medium,86.38,5.13,0,Acidobacteria bacterium UBA6911 [phylum],491,96.244,Bacteria;Acidobacteria;Acidobacteria;Subgroup 17;uncultured bacterium,EF999365.1.1516,4941781,51.60783639,12.32,98.73828085,3281,457,417,4628,0.850155845,120011,120035,10806,11850,16434,17304,11,65,12,1,21,24,0.028641,k__Bacteria (UID3187),2258,117,188,UID3199
DKBA00000000,UBA6912,ERX633356,Medium,84.91,0.85,0,Acidimicrobiia bacterium UBA6912 [class],,,,,3939249,69.1271422,18.11,99.47901371,2869,373,343,4145,0.892077906,61026,61046,10553,11484,15690,15775,11,27,17,1,33,36,0.033127,k__Bacteria (UID1453),901,117,171,UID1455
DKAZ00000000,UBA6913,ERX633357,Near complete,94.95,1.79,25,Desulfobulbaceae bacterium UBA6913 [family],,,,,3488184,63.21694992,36.61,99.95048226,545,111,105,3026,0.867593854,183433,183435,31420,33220,54373,54379,11,17,18,1,38,40,0.012169,c__Deltaproteobacteria (UID3217),62,168,280,UID3234
DKAY00000000,UBA6914,ERX633357,Medium,81.56,1.82,28.57,Proteobacteria bacterium UBA6914 [phylum],,,,,2409143,55.81068227,13.98,98.19131971,536,208,201,2481,0.916248641,47859,47865,11579,11985,17142,17142,11,4,14,0,17,18,0.0079,c__Gammaproteobacteria (UID4267),119,284,544,UID4267
DKAX00000000,UBA6915,ERX633354,Medium,81.75,4.48,4.55,Proteobacteria bacterium UBA6915 [phylum],,,,,3467912,53.32209072,11.44,97.02883456,1932,289,265,3590,0.898322968,87715,87721,11993,13086,19315,20737,11,2,9,0,14,14,0.014542,c__Gammaproteobacteria (UID4267),119,284,544,UID4268
DKAW00000000,UBA6916,ERX633355,Medium,87.64,3.35,14.29,Proteobacteria bacterium UBA6916 [phylum],,,,,2637231,62.0450696,36.24,99.9762532,1086,152,141,2852,0.909644244,123635,123653,17343,18703,27850,30139,11,11,18,0,36,38,0.00081,p__Proteobacteria (UID3880),1495,164,261,UID3887
DKAV00000000,UBA6917,ERX633355,Medium,88.31,2.64,0,Proteobacteria bacterium UBA6917 [phylum],,,,,2422246,59.89461515,27.46,99.96010277,1025,128,117,2609,0.915239823,95508,95524,18915,20702,32642,33155,11,6,18,0,29,30,0.010446,p__Proteobacteria (UID3880),1495,164,261,UID3887
DKAU00000000,UBA6918,ERX633355,Medium,85.79,2.41,28.57,Thiobacillus sp. UBA6918 [genus],,,,,1858588,54.78878736,16.58,98.88395753,863,174,164,2151,0.93100246,45865,45869,10676,11332,14962,14966,11,38,13,0,23,24,0.009795,c__Betaproteobacteria (UID3959),235,211,419,UID3962
DKAT00000000,UBA6919,ERX633355,Near complete,96.4,0.67,0,Spirochaetia bacterium UBA6919 [class],,,,,3568355,33.12703641,11.49,96.87373709,197,123,122,3317,0.872755934,174928,174942,29009,29248,65596,65596,11,1,20,0,33,34,0.034709,c__Spirochaetia (UID2496),72,125,215,UID2502
DKAS00000000,UBA6920,ERX633355,Medium,74.91,4.53,22.22,Proteobacteria bacterium UBA6920 [phylum],,,,,4032921,59.62955054,10.87,95.61981448,900,262,256,3920,0.883097636,65873,65879,15389,15753,23202,23206,11,5,13,0,21,21,0.021733,c__Gammaproteobacteria (UID4267),119,284,544,UID4268
DKAR00000000,UBA6921,ERX633355,Medium,89.3,3.31,12.5,Proteobacteria bacterium UBA6921 [phylum],,,,,4040683,56.63061952,10.3,94.36923345,789,242,238,3889,0.905546166,137654,137668,16693,16977,23952,24086,11,0,14,0,24,24,0.01727,c__Gammaproteobacteria (UID4267),119,284,544,UID4268
DKAQ00000000,UBA6922,ERX552285,Near complete,98.54,0.7,12.5,Pseudomonas oleovorans [species],443,100,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;bacterium L200B.160,EU935226.1.1438,5165595,64.95357849,63.66,99.98426389,11842,78,41,4783,0.894704289,354756,354756,66073,125990,162489,248252,11,10,18,0,48,48,0,o__Pseudomonadales (UID4488),185,308,811,UID4511
DKAP00000000,UBA6923,ERX552285,Near complete,99.46,0,0,Flavobacteriales bacterium UBA6923 [order],,,,,2729787,35.34907174,19.44,99.80571343,4946,63,48,2384,0.940506714,201505,259361,43251,56870,74789,83306,11,0,16,0,27,28,0.011512,k__Bacteria (UID2569),434,186,278,UID2812
DKAO00000000,UBA6924,ERX552287,Partial,55.91,1.1,0,Candidatus Marinimicrobia bacterium UBA6924 [phylum],1868,98.101,Bacteria;Marinimicrobia (SAR406 clade);uncultured bacterium,AY907769.1.1521,680639,31.5918751,405.5,99.98282329,40237,168,51,694,0.817005784,27413,52595,3811,13345,7207,20325,11,0,14,0,21,21,0.008236,k__Bacteria (UID2495),2993,91,147,UID2569
DKAN00000000,UBA6925,ERX552287,Partial,56.98,1.28,0,Candidatus Microthrix sp. UBA6925 [genus],357,99.437,Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Sva0996 marine group;uncultured actinobacterium HF0130_15N16,GU567964.2726.4202,1699748,53.11827497,165.77,100.0081289,63603,331,155,1761,0.864951157,99771,107966,4943,10966,11158,16626,11,0,16,0,29,29,0.00614,k__Bacteria (UID1453),901,117,171,UID1455
DKAM00000000,UBA6926,ERX552287,Near complete,94.39,0.99,0,Dehalococcoidia bacterium UBA6926 [class],328,96.894,Bacteria;Chloroflexi;S085;uncultured bacterium,HQ672427.1.1475,1250736,40.79765896,71.58,100.0000804,6846,50,30,1222,0.910419945,223013,223013,24877,41691,52462,82320,11,1,20,0,45,45,0.039321,k__Bacteria (UID1452),924,101,151,UID2322
DKAL00000000,UBA6927,ERX552287,Medium,80.31,5.61,12.5,Dehalococcoidia bacterium UBA6927 [class],,,,,1603749,36.80285708,61.23,99.9594713,29556,281,196,1710,0.893950363,49792,49792,5602,8182,7719,10157,11,3,18,0,40,41,0.044163,k__Bacteria (UID1452),924,101,151,UID2322
DKAK00000000,UBA6928,ERX552287,Near complete,98.79,0.95,16.67,Thalassolituus sp. UBA6928 [genus],,,,,4227541,53.23604028,32.3,99.96818736,12235,106,65,3783,0.889147852,155301,199133,39767,65039,71038,96454,11,6,18,0,42,44,0.006305,c__Gammaproteobacteria (UID4444),263,231,505,UID4477
DKAJ00000000,UBA6929,ERX552287,Near complete,91.03,1.01,0,Micavibrio sp. UBA6929 [genus],,,,,1855306,48.10362088,25.2,99.98826374,6335,33,12,1791,0.923257942,226983,372594,56029,154608,84607,210498,11,0,18,0,27,28,0.020411,c__Alphaproteobacteria (UID3305),564,230,349,UID3753
DKAI00000000,UBA6930,ERX552287,Medium,86.11,0.76,28.57,Deltaproteobacteria bacterium UBA6930 [class],310,94.098,Bacteria;Proteobacteria;Deltaproteobacteria;Sh765B-TzT-29;uncultured bacterium,FM211783.1.1517,2318487,47.7897404,23.27,99.90590086,29412,305,222,2341,0.902646855,46334,46334,7505,10443,11420,13346,11,2,18,1,36,39,0.041597,c__Deltaproteobacteria (UID3216),83,155,247,UID3278
DKAH00000000,UBA6931,ERX552287,Near complete,95.54,0,0,Candidatus Marinimicrobia bacterium UBA6931 [phylum],,,,,2147831,47.50750495,20.93,99.91596702,10575,54,19,1890,0.934494846,140646,259124,39578,113043,88127,163035,11,0,16,0,39,42,0.004604,k__Bacteria (UID2495),2993,91,147,UID2569
DKAG00000000,UBA6932,ERX552287,Near complete,91.84,4.4,0,Gemmatimonadales bacterium UBA6932 [order],,,,,2312210,54.22332761,19.46,99.77648799,34480,251,149,2098,0.891697553,70416,123081,9074,15518,14740,22379,11,0,13,1,22,25,0.032624,k__Bacteria (UID2495),2993,91,147,UID2567
DKAF00000000,UBA6933,ERX552287,Medium,84.39,3.06,0,Nitrosomonadaceae bacterium UBA6933 [family],,,,,1310693,36.3554405,18.04,99.79962225,15140,87,40,1249,0.865729809,106599,151022,14891,32767,32768,44964,11,2,13,0,25,26,0.012641,c__Betaproteobacteria (UID3959),235,210,414,UID3965
DKAE00000000,UBA6934,ERX552287,Medium,77.96,4.8,0,Gemmatimonadales bacterium UBA6934 [order],,,,,1456366,44.84444792,17.54,99.69545496,12573,81,42,1324,0.913153699,140441,207985,17824,34675,44991,86658,11,0,12,1,18,20,0.031275,k__Bacteria (UID2495),2993,91,147,UID2567
DKAD00000000,UBA6935,ERX552287,Near complete,91.02,4.46,14.29,Bacteriovoracaceae bacterium UBA6935 [family],,,,,2959945,37.27821583,14.03,98.51575669,20939,215,145,2878,0.908249309,89387,89387,13669,20413,26243,36040,11,1,14,0,21,21,0.034469,k__Bacteria (UID3187),2258,112,182,UID3299
DKAC00000000,UBA6936,ERX552287,Near complete,97.8,0,0,Candidatus Marinimicrobia bacterium UBA6936 [phylum],,,,,1879227,40.71524251,51.71,99.99678644,12140,62,27,1722,0.932514273,135841,244847,30114,69601,57054,106289,11,0,13,0,26,28,0.001054,k__Bacteria (UID2495),2993,91,147,UID2568
DKAB00000000,UBA6937,ERX552280,Medium,71.83,1.88,40,Idiomarina sp. UBA6937 [genus],,,,,1824345,49.95670603,12.22,97.28042296,36567,355,244,1878,0.882922912,25559,28998,5035,7476,7107,10019,11,0,11,0,20,23,0.002004,c__Gammaproteobacteria (UID4761),52,297,693,UID4764
DKAA00000000,UBA6938,ERX552280,Medium,74.43,2.47,26.67,Pseudomonas oleovorans [species],,,,,4133996,65.68006623,15.78,98.77435073,86427,561,290,3991,0.866273214,67658,96533,7214,14255,14999,22472,11,5,15,0,31,32,0,o__Pseudomonadales (UID4488),185,308,811,UID4511
DJZZ00000000,UBA6939,ERX552281,Partial,62.96,1.1,0,Candidatus Marinimicrobia bacterium UBA6939 [phylum],597,97.98,Bacteria;Marinimicrobia (SAR406 clade);uncultured bacterium,AY907769.1.1521,821820,31.5683592,122.91,99.93948074,41903,188,72,861,0.845022024,29662,43616,4148,11414,7517,16542,11,0,15,0,24,24,0.008235,k__Bacteria (UID2495),2993,91,147,UID2568
DJZY00000000,UBA6940,ERX552281,Near complete,93.46,0.37,0,Gammaproteobacteria bacterium UBA6940 [class],,,,,4164729,39.99316621,102.94,99.99872558,5981,126,109,3565,0.875674504,161506,184650,33005,38208,62226,66609,11,2,19,0,50,51,0.029137,c__Gammaproteobacteria (UID4443),356,270,451,UID4679
DJZX00000000,UBA6941,ERX552281,Near complete,94.91,0.95,33.33,Pseudomonadaceae bacterium UBA6941 [family],,,,,3509382,61.28287065,51.18,99.99093687,11695,178,143,3267,0.908361928,111385,126717,19649,24541,34381,38226,11,2,15,0,37,37,0.004483,c__Gammaproteobacteria (UID4444),263,232,507,UID4488
DJZW00000000,UBA6942,ERX552281,Medium,93.17,5.39,38.1,Alteromonas australica [species],,,,,4738979,44.8387619,41.6,99.95790061,38198,374,264,4226,0.881222094,94039,155515,12568,17950,26561,32176,11,158,15,0,35,35,0,c__Gammaproteobacteria (UID4761),52,297,693,UID4779
DJZV00000000,UBA6943,ERX552281,Medium,86.75,1.1,0,Gemmatimonadales bacterium UBA6943 [order],318,95.283,Bacteria;Gemmatimonadetes;Gemmatimonadetes;BD2-11 terrestrial group;uncultured Gemmatimonadetes bacterium,FJ615157.1.1491,1873147,45.12044431,27.55,99.99957113,7762,50,26,1646,0.924646064,401613,433208,37307,72044,92907,171230,11,2,16,1,29,32,0.03399,k__Bacteria (UID2495),2993,91,147,UID2567
DJZU00000000,UBA6944,ERX552281,Near complete,95.01,3.85,50,Candidatus Microthrix sp. UBA6944 [genus],,,,,2224695,52.95545613,28.43,99.97609136,16288,169,121,2269,0.929126914,100760,114738,13067,18385,26586,38257,11,2,16,0,30,30,0.006836,k__Bacteria (UID1453),901,117,171,UID1455
DJZT00000000,UBA6945,ERX552281,Partial,65.67,1.72,100,Alteromonadaceae bacterium UBA6945 [family],,,,,4116217,48.79582447,21.84,99.84085104,48330,573,439,3944,0.8766807,38311,38311,7099,9376,10485,12010,11,23,8,0,12,12,0.005337,k__Bacteria (UID203),5449,58,104,UID4776
DJZS00000000,UBA6946,ERX552281,Partial,56.73,0.68,0,Akkermansiaceae bacterium UBA6946 [family],,,,,2233030,43.40848771,17.5,99.6054247,42827,383,265,1870,0.892661988,35527,46043,5718,8426,8624,10999,11,0,9,0,9,10,0.023246,k__Bacteria (UID2982),88,147,229,UID3057
DJZR00000000,UBA6947,ERX552281,Medium,73.59,0,0,Candidatus Marinimicrobia bacterium UBA6947 [phylum],,,,,1547630,41.22687914,13.51,98.07504535,26763,229,147,1507,0.90290121,51981,51981,6641,10528,11394,15165,11,0,8,0,8,11,0.001054,k__Bacteria (UID2495),2993,91,147,UID2568
DJZQ00000000,UBA6948,ERX552281,Medium,93.32,5.56,0,Candidatus Microthrix sp. UBA6948 [genus],,,,,2366459,60.52294641,13.04,98.22415423,20253,225,161,2392,0.924174051,69530,70292,10427,14698,20029,21849,11,2,17,0,31,32,0.010561,k__Bacteria (UID1453),901,117,171,UID1455
DJZP00000000,UBA6949,ERX552281,Partial,60.52,0,0,Pseudomonadaceae bacterium UBA6949 [family],,,,,3529099,61.88893627,14.12,98.6799382,74488,585,351,3514,0.874684162,53528,54455,5905,10054,10607,13440,11,5,9,0,15,15,0.004603,k__Bacteria (UID203),5449,58,104,UID4488
DJZO00000000,UBA6950,ERX552281,Medium,72.85,0.2,0,Dehalococcoidia bacterium UBA6950 [class],,,,,1352996,39.99250392,170.96,99.95784413,48314,240,98,1416,0.857253089,39095,109195,5436,13806,9698,21067,11,6,18,1,34,35,0.046737,k__Bacteria (UID1452),924,101,151,UID2322
DJZN00000000,UBA6951,ERX552282,Medium,74.29,0,0,Dehalococcoidia bacterium UBA6951 [class],1075,88.324,Bacteria;Chloroflexi;SAR202 clade;uncultured bacterium,KM389618.1.1479,1358715,39.97734534,185.81,99.97406432,78625,337,117,1436,0.819007665,40868,61971,3798,11612,7069,17868,11,13,16,1,29,31,0.046279,k__Bacteria (UID1452),924,101,151,UID2322
DJZM00000000,UBA6952,ERX552282,Medium,84.01,1.98,0,Dehalococcoidia bacterium UBA6952 [class],,,,,1423064,33.64403368,185.42,99.9514224,64413,323,137,1480,0.840558822,53238,75111,4206,10387,7346,14085,11,1,18,0,30,30,0.047386,k__Bacteria (UID1452),924,101,151,UID2322
DJZL00000000,UBA6953,ERX552282,Medium,80.53,0.99,0,Dehalococcoidia bacterium UBA6953 [class],,,,,1099481,34.40409936,56.63,99.97274968,49952,265,123,1156,0.850386682,44581,51088,3960,8938,7869,13480,11,0,14,0,24,24,0.049286,k__Bacteria (UID1452),924,101,151,UID2322
DJZK00000000,UBA6954,ERX552282,Near complete,96.67,0.25,0,Microbacteriaceae bacterium UBA6954 [family],,,,,2519658,69.81584223,53.66,99.995367,15881,101,51,2459,0.921439338,134481,134481,24789,49405,51421,90653,11,24,20,0,44,47,0.00796,o__Actinomycetales (UID1593),69,198,400,UID1609
DJZJ00000000,UBA6955,ERX552282,Medium,79.41,1.08,50,Dehalococcoidia bacterium UBA6955 [class],,,,,1586630,38.35028116,43.35,99.9701269,66868,339,153,1652,0.84169214,49089,96366,4483,10370,8493,15700,11,0,18,1,33,34,0.038643,k__Bacteria (UID1452),924,101,151,UID2322
DJZI00000000,UBA6956,ERX552282,Medium,83.47,1.32,0,Dehalococcoidia bacterium UBA6956 [class],413,97.674,Bacteria;Chloroflexi;SAR202 clade;uncultured SAR202 cluster bacterium,JN233131.1.1427,1547698,42.88782496,35.93,99.93475964,62421,351,177,1612,0.852701238,30539,68166,4231,8744,7169,12121,11,0,19,1,35,36,0.042186,k__Bacteria (UID1452),924,101,151,UID2322
DJZH00000000,UBA6957,ERX552282,Near complete,91.08,0.07,0,Deinococcaceae bacterium UBA6957 [family],,,,,2038615,47.11507213,28.49,99.96917786,10852,70,36,1823,0.875912813,175822,200272,28968,56628,59051,100984,11,1,19,0,42,43,0.019898,k__Bacteria (UID2142),169,236,316,UID2291
DJZG00000000,UBA6958,ERX552282,Medium,87.84,0.71,0,Opitutales bacterium UBA6958 [order],592,98.12,Bacteria;Verrucomicrobia;Opitutae;Puniceicoccales;Puniceicoccaceae;Pelagicoccus;uncultured Puniceicoccaceae bacterium,KF786582.1.1415,3182895,50.435822,21.34,99.77922587,65682,529,344,2944,0.855625775,37595,48906,5892,9252,8684,12206,11,3,16,0,26,27,0.012784,k__Bacteria (UID2982),88,148,230,UID3050
DJZF00000000,UBA6959,ERX552282,Medium,75.45,4.03,0,Gemmatimonadales bacterium UBA6959 [order],,,,,2240940,54.96242374,20.69,99.79385792,69622,429,233,2108,0.860430891,34100,50301,5061,9617,7385,12286,11,0,17,0,35,35,0.032228,k__Bacteria (UID2495),2993,91,147,UID2567
DJZE00000000,UBA6960,ERX552282,Medium,85.05,3.3,0,Gemmatimonadales bacterium UBA6960 [order],,,,,1871575,45.20748405,21.45,99.85594248,27867,177,93,1670,0.894445587,71941,114127,10416,20124,21363,34636,11,3,17,1,33,34,0.033916,k__Bacteria (UID2495),2993,91,147,UID2567
DJZD00000000,UBA6961,ERX552288,Medium,70.4,0.38,0,Rhodobacteraceae bacterium UBA6961 [family],,,,,1943021,40.30918976,41.86,99.96619668,43799,332,212,1957,0.859324732,30752,50816,5720,9165,8359,12381,11,1,13,0,22,24,0.00066,f__Rhodobacteraceae (UID3340),84,330,568,UID3374
DJZC00000000,UBA6962,ERX552288,Medium,84.51,0.8,66.67,Alphaproteobacteria bacterium UBA6962 [class],,,,,1852385,57.52963328,31.92,99.98202755,88574,448,206,1970,0.858914858,23432,38692,3937,8992,5979,12386,11,2,15,0,24,24,0.014017,c__Alphaproteobacteria (UID3305),564,230,349,UID3797
DJZB00000000,UBA6963,ERX552288,Near complete,90.58,0.58,0,Rhodobiaceae bacterium UBA6963 [family],,,,,1585410,46.28313582,26.71,99.96385038,19695,126,68,1548,0.907260582,70472,230348,12426,23314,22133,40597,11,1,16,0,27,27,0.001362,c__Alphaproteobacteria (UID3305),564,230,349,UID3446
DJZA00000000,UBA6964,ERX552288,Near complete,91.82,1.23,0,Micavibrio sp. UBA6964 [genus],,,,,2406504,42.45187152,19.54,99.86962278,21118,147,88,2409,0.901816494,104011,119693,16227,27346,28714,48544,11,1,17,0,29,29,0.018667,c__Alphaproteobacteria (UID3305),564,230,349,UID3753
DJYZ00000000,UBA6965,ERX552288,Partial,69.25,0.82,66.67,Cyanobacteria bacterium UBA6965 [phylum],,,,,1680462,61.91319138,18.74,99.78607863,78939,420,203,2210,0.860819822,25889,45102,3813,8278,6856,10541,11,17,16,0,30,33,0,p__Cyanobacteria (UID2143),129,368,472,UID2162
DJYY00000000,UBA6966,ERX552288,Near complete,90.45,4.18,0,Gammaproteobacteria bacterium UBA6966 [class],,,,,2826499,56.19604219,18.59,99.59562265,30101,205,115,2678,0.89676982,128187,172110,13640,24578,29247,39103,11,1,15,0,22,24,0.036073,c__Gammaproteobacteria (UID4443),356,270,451,UID4641
DJYX00000000,UBA6967,ERX552288,Partial,69.19,0.11,0,Deltaproteobacteria bacterium UBA6967 [class],,,,,3120438,46.92636577,18.43,99.68681052,66057,471,290,3123,0.859142851,55004,90656,6484,10760,9848,16027,11,10,11,1,18,20,0.001016,k__Bacteria (UID3187),2258,119,190,UID3215
DJYW00000000,UBA6968,ERX552288,Medium,85.94,2.45,11.11,Gammaproteobacteria bacterium UBA6968 [class],,,,,3162477,52.58970034,16.49,99.49298639,91948,457,187,2761,0.813951216,52987,79170,6718,16911,11960,25808,11,0,12,0,15,16,0.033283,c__Gammaproteobacteria (UID4443),356,270,451,UID4641
DJYV00000000,UBA6969,ERX552288,Medium,88.68,0,0,Flavobacteriales bacterium UBA6969 [order],,,,,2049106,56.03024265,15.1,99.28918362,31426,271,183,1914,0.924043949,38573,55856,7445,11197,11076,14632,11,0,14,0,18,20,0.025489,k__Bacteria (UID2569),434,186,278,UID2812
DJYU00000000,UBA6970,ERX552288,Medium,88.1,0.45,0,Flavobacteriales bacterium UBA6970 [order],,,,,2046562,58.17904073,12.95,97.40457483,40147,305,181,1908,0.914845971,31004,50891,6578,11306,11691,15960,11,2,15,0,22,23,0.02438,k__Bacteria (UID2569),434,186,278,UID2812
DJYT00000000,UBA6971,ERX552288,Near complete,90.87,1.3,66.67,Micavibrio sp. UBA6971 [genus],,,,,3068354,58.70289061,12.61,96.8725847,31725,320,219,3069,0.891815612,69721,74966,9489,14010,17181,22041,11,0,14,0,21,22,0.016275,c__Alphaproteobacteria (UID3305),564,230,349,UID3753
DJYS00000000,UBA6972,ERX552288,Partial,62.93,0,0,Opitutae bacterium UBA6972 [class],,,,,1806237,47.68798091,13.27,98.41947833,33025,320,230,1667,0.905121532,35609,45625,5541,7853,8165,10154,11,0,12,0,16,16,0.034726,k__Bacteria (UID203),5449,58,104,UID3049
DJYR00000000,UBA6973,SRX445321,Medium,88.21,1.26,50,Kandleria sp. UBA6973 [genus],,,,,1800484,37.40390956,215.15,99.99843925,6471,248,191,1874,0.885474683,48871,51939,7233,9426,11381,13231,11,7,16,0,45,45,0,k__Bacteria (UID2372),131,106,177,UID2375
DJYQ00000000,UBA6974,SRX445321,Medium,70.17,0.74,0,Prevotellaceae bacterium UBA6974 [family],407,94.853,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae UCG-003;uncultured rumen bacterium,AB616305.1.1493,1691719,47.65221039,119.6,99.9885056,3940,86,48,1434,0.918066771,119984,121652,19625,35244,38648,58062,11,0,15,0,27,27,0.017877,o__Bacteroidales (UID2657),160,269,492,UID2718
DJYP00000000,UBA6975,SRX445321,Medium,75.2,0.37,0,Prevotella sp. UBA6975 [genus],,,,,2617764,49.35980126,95.02,99.9954859,3732,99,57,2164,0.867315388,216412,216412,26404,45925,53396,76987,11,3,14,0,30,30,0.008599,o__Bacteroidales (UID2716),92,270,487,UID2722
DJYO00000000,UBA6976,SRX445321,Near complete,99.29,0,0,Mageeibacillus sp. UBA6976 [genus],,,,,2184586,45.76324659,88.51,99.99532946,685,43,35,1953,0.929854902,202764,202764,50788,62416,68227,68227,11,0,19,0,40,40,0.007949,o__Clostridiales (UID1120),304,141,247,UID1215
DJYN00000000,UBA6977,SRX445321,Near complete,95.75,0,0,Kandleria vitulina [species],,,,,1686317,35.39992268,57.13,99.97676963,7480,222,150,1707,0.904312179,34982,77015,7562,11242,12136,15559,11,5,18,0,54,54,0,k__Bacteria (UID2372),131,106,177,UID2377
DJYM00000000,UBA6978,SRX445321,Near complete,97.83,0.54,0,Bacteroidales bacterium UBA6978 [order],,,,,3839318,40.74979334,48.8,99.99781093,2074,84,59,3087,0.889005808,282141,299387,45681,65073,90080,118751,11,0,17,0,50,51,0.020462,k__Bacteria (UID2569),434,186,278,UID2619
DJYL00000000,UBA6979,SRX445321,Medium,71.33,1.64,71.43,Selenomonas ruminantium [species],,,,,2098791,49.73723479,42.5,99.96058522,13279,352,239,2106,0.885319215,43058,43058,5924,8781,8521,11882,11,42,15,0,37,37,0.000861,f__Veillonellaceae (UID1032),33,214,423,UID1056
DJYK00000000,UBA6980,SRX445321,Near complete,97.42,0,0,Mageeibacillus sp. UBA6980 [genus],,,,,2319406,46.38219788,29.79,99.9919787,581,46,40,2111,0.935907728,171948,192667,50409,57985,76639,88928,11,0,19,0,41,41,0.011689,o__Clostridiales (UID1120),304,141,247,UID1214
DJYJ00000000,UBA6981,SRX445321,Partial,69.4,1.45,33.33,Clostridiales bacterium UBA6981 [order],,,,,1720845,60.13829793,30.99,99.94592644,2815,106,74,1601,0.891654972,88253,88253,16207,23254,26871,31963,11,6,14,0,25,26,0.013543,o__Clostridiales (UID1212),172,149,263,UID1228
DJYI00000000,UBA6982,SRX445321,Medium,88.43,1.69,0,Verrucomicrobia bacterium UBA6982 [phylum],,,,,4477447,64.73440728,28.17,99.86983296,12415,315,175,3297,0.908493389,90371,133287,14174,25585,26275,43796,11,13,19,0,42,42,0.04282,k__Bacteria (UID2982),88,148,230,UID3047
DJYH00000000,UBA6983,SRX445321,Medium,88.14,2.29,40,Bacteroidales bacterium UBA6983 [order],,,,,2520755,53.46262867,30.02,99.96225118,6769,223,145,2210,0.930377208,80404,136764,11273,17384,22184,31112,11,11,16,0,33,34,0.012904,p__Bacteroidetes (UID2605),350,210,316,UID2617
DJYG00000000,UBA6984,SRX445321,Medium,71.79,1.03,50,Cyanobacteria bacterium UBA6984 [phylum],,,,,1454521,30.87783254,25.95,99.95157735,656,69,64,1440,0.911384573,85497,85497,21070,22726,32245,32245,11,2,15,0,24,24,0.011556,k__Bacteria (UID1453),901,117,171,UID2142
DJYF00000000,UBA6985,SRX445321,Partial,62.44,1.12,0,Bacillales bacterium UBA6985 [order],,,,,964260,28.32606718,23.14,99.8416072,201,70,67,1116,0.901862568,75521,75521,13772,14391,26235,36577,11,9,8,0,12,13,0.015701,k__Bacteria (UID2329),174,89,149,UID2329
DJYE00000000,UBA6986,SRX445321,Medium,77.72,0.48,0,Lachnospiraceae bacterium UBA6986 [family],,,,,2043905,44.05753543,20.07,99.91233115,990,76,66,1776,0.879422967,112096,129338,26880,30968,39384,42910,11,1,12,0,22,23,0.01652,f__Lachnospiraceae (UID1286),57,207,420,UID1334
